publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype, depthtype,evaluationmethod, evaluationstatus, evaluationmode, earthmodel, usedphasecount,usedstationcount,magnitudestationcount, minimumdistance,azimuthalgap,originerror,magnitudeuncertainty,distance
3419390,earthquake,2010-09-24T09:51:02.553Z,2013-07-16T14:50:00.000Z,172.32228,-43.59495,2.594,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,5,0.219,207,0.05853,0.295,14.53362357
3377604,earthquake,2010-09-24T10:19:38.833Z,2013-07-16T14:41:00.000Z,171.84056,-43.61299,3.112,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,11,0.32,138,0.14378,0.232,28.04303301
3377627,earthquake,2010-09-24T11:10:31.466Z,2013-07-16T14:41:00.000Z,172.23004,-43.59855,2.527,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,8,0.286,152,0.09256,0.285,9.369468162
3377634,earthquake,2010-09-24T11:33:01.656Z,2013-07-16T14:41:00.000Z,172.10735,-43.16637,3.568,5,ML,operator assigned,GROPE,reviewed,,nz1dr,28,14,24,0.169,143,0.15748,0.16,40.43263726
3377655,earthquake,2010-09-24T12:28:09.608Z,2013-07-16T14:41:00.000Z,172.11551,-43.17266,3.37,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,16,0.165,122,0.0762,0.162,39.66249582
3377667,earthquake,2010-09-24T12:57:45.302Z,2013-08-07T14:44:00.000Z,172.46379,-43.63832,3.508,9.7922,ML,,GROPE,reviewed,,nz1dr,34,17,23,0.03,73,0.18935,0.179,26.837119
3377673,earthquake,2010-09-24T13:04:59.548Z,2013-07-16T14:41:00.000Z,171.84103,-43.61463,2.907,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,9,0.321,161,0.19242,0.319,28.06964272
3377686,earthquake,2010-09-24T13:37:52.668Z,2013-07-16T14:41:00.000Z,172.21056,-43.60815,2.577,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,6,0.301,155,0.15677,0.208,9.622522634
3377713,earthquake,2010-09-24T14:38:03.745Z,2013-07-16T14:41:00.000Z,172.10938,-43.17824,2.859,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,9,0.158,120,0.10099,0.267,39.10253297
3377714,earthquake,2010-09-24T14:40:58.327Z,2013-07-16T14:41:00.000Z,172.61949,-43.58354,2.629,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,3,5,0.008,149,0.08219,0.307,36.92087223
3419418,earthquake,2010-09-24T14:42:21.469Z,2013-07-16T14:50:00.000Z,171.94965,-43.53838,2.495,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,8,0.22,145,0.17396,0.413,17.640237
3377721,earthquake,2010-09-24T14:55:45.757Z,2013-07-16T14:41:00.000Z,172.26764,-43.59991,3.151,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,10,0.259,151,0.15008,0.195,11.38860415
3377726,earthquake,2010-09-24T15:02:55.315Z,2013-07-16T14:41:00.000Z,172.24767,-43.61668,3.014,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,8,0.276,225,0.07782,0.189,11.83262399
3377728,earthquake,2010-09-24T15:07:21.809Z,2013-07-16T14:41:00.000Z,172.38153,-43.59954,3.312,6.7058,ML,,GROPE,reviewed,,nz1dr,27,14,21,0.072,60,0.17744,0.164,18.99151357
3377741,earthquake,2010-09-24T15:39:33.251Z,2013-07-16T14:41:00.000Z,172.46135,-43.62658,2.819,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.128,144,0.19048,0.262,26.086169
3377785,earthquake,2010-09-24T17:29:15.348Z,2013-07-16T14:41:00.000Z,172.36989,-43.61729,2.878,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,8,0.188,206,0.0904,0.332,19.09968543
3419564,earthquake,2010-09-24T17:30:39.583Z,2013-07-16T14:50:00.000Z,172.37251,-43.59733,2.464,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,5,0.183,199,0.07827,0.335,18.22947939
3377795,earthquake,2010-09-24T17:57:58.342Z,2013-07-16T14:41:00.000Z,172.38156,-43.58857,2.766,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,6,0.176,141,0.13161,0.232,18.51239212
3377798,earthquake,2010-09-24T18:08:15.140Z,2013-07-16T14:41:00.000Z,172.41371,-43.60641,3.279,9.0993,ML,,GROPE,reviewed,,nz1dr,26,13,20,0.078,64,0.18992,0.142,21.66687938
3419570,earthquake,2010-09-24T18:12:40.455Z,2013-07-16T14:50:00.000Z,172.41408,-43.60995,2.741,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,5,0.155,197,0.11036,0.302,21.85614995
3377811,earthquake,2010-09-24T18:36:11.748Z,2013-07-16T14:41:00.000Z,172.37891,-43.61502,2.76,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,7,0.181,179,0.11015,0.275,19.59577323
3377814,earthquake,2010-09-24T18:45:16.923Z,2013-07-16T14:41:00.000Z,172.3812,-43.58879,2.964,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,10,0.176,141,0.14007,0.288,18.49442074
3377833,earthquake,2010-09-24T19:28:03.735Z,2013-07-16T14:41:00.000Z,172.31123,-43.59316,2.719,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,6,0.227,147,0.16945,0.226,13.6719813
3377842,earthquake,2010-09-24T19:50:42.122Z,2013-07-16T14:41:00.000Z,172.00967,-43.26625,2.932,8.7944,ML,,GROPE,reviewed,,nz1dr,9,5,5,0.065,120,0.08675,0.212,31.7202867
3377843,earthquake,2010-09-24T19:53:08.607Z,2013-07-16T14:41:00.000Z,172.17018,-43.61375,2.956,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,9,0.302,157,0.10692,0.248,9.613383431
3377844,earthquake,2010-09-24T19:57:25.801Z,2013-07-16T14:41:00.000Z,172.50204,-43.60728,2.656,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,4,0.093,177,0.23249,0.303,28.34849255
3377854,earthquake,2010-09-24T20:14:51.952Z,2013-07-16T14:41:00.000Z,172.37419,-43.59466,2.842,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,6,0.182,198,0.04289,0.219,18.22833035
3377863,earthquake,2010-09-24T20:37:58.637Z,2013-07-16T14:41:00.000Z,172.22554,-43.62795,2.523,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,5,0.293,230,0.0937,0.255,12.11443979
3377880,earthquake,2010-09-24T21:22:22.691Z,2013-07-16T14:41:00.000Z,172.39841,-43.59818,4,9.4829,Mw,,GROPE,reviewed,,nz1dr,37,22,,0.082,59,0.17845,,20.17279282
3377894,earthquake,2010-09-24T22:01:11.770Z,2013-07-16T14:41:00.000Z,171.8613,-43.56135,3.266,7.9225,ML,,GROPE,reviewed,,nz1dr,29,15,22,0.057,81,0.20268,0.192,25.00293448
3377903,earthquake,2010-09-24T22:19:44.429Z,2013-07-16T14:41:00.000Z,172.11096,-43.17453,2.594,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,7,0.162,142,0.07693,0.285,39.49697384
3377926,earthquake,2010-09-24T23:20:25.108Z,2013-07-16T14:41:00.000Z,172.3757,-43.59969,3.477,6.6457,ML,,GROPE,reviewed,,nz1dr,28,14,22,0.068,60,0.19235,0.145,18.57411156
3377933,earthquake,2010-09-24T23:40:49.493Z,2013-07-16T14:41:00.000Z,172.12566,-43.47596,2.619,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,6,0.162,216,0.05562,0.229,6.650672898
3377985,earthquake,2010-09-25T01:35:41.472Z,2013-07-16T14:41:00.000Z,172.13974,-43.61064,2.697,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,5,0.293,157,0.13125,0.187,9.540344794
3377988,earthquake,2010-09-25T01:43:21.036Z,2013-07-16T14:41:00.000Z,172.01907,-43.56474,2.795,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,5,0.238,150,0.09207,0.172,12.69975636
3377999,earthquake,2010-09-25T02:06:08.477Z,2013-07-16T14:41:00.000Z,172.40475,-43.55874,2.494,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,5,0.16,181,0.1041,0.251,19.40430437
3421016,earthquake,2010-09-25T02:50:54.952Z,2013-07-16T14:50:00.000Z,172.36871,-43.60122,2.557,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,4,0.186,202,0.09022,0.16,18.144411
3378023,earthquake,2010-09-25T03:07:11.015Z,2013-07-16T14:41:00.000Z,172.47517,-43.55398,2.48,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,5,0.11,165,0.08863,0.291,24.94077618
3378048,earthquake,2010-09-25T04:07:22.398Z,2013-07-16T14:41:00.000Z,172.35069,-43.65316,2.86,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,5,0.212,162,0.11207,0.151,20.30895119
3421021,earthquake,2010-09-25T04:12:11.754Z,2013-07-16T14:50:00.000Z,172.15358,-43.58046,3.045,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,6,0.267,233,0.11093,0.216,6.022239294
3421025,earthquake,2010-09-25T04:13:52.246Z,2013-07-16T14:50:00.000Z,172.22243,-43.58865,2.547,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,10,0.291,150,0.13465,0.35,8.111798546
3378064,earthquake,2010-09-25T04:46:33.286Z,2013-07-16T14:41:00.000Z,172.0488,-43.57074,3.8,9.4019,Mw,,GROPE,reviewed,,nz1dr,33,17,,0.05,74,0.18843,,10.74780505
3378070,earthquake,2010-09-25T05:03:01.647Z,2013-07-16T14:41:00.000Z,172.3839,-43.58324,2.81,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.174,139,0.13646,0.161,18.48078794
3378071,earthquake,2010-09-25T05:07:32.792Z,2013-07-16T14:41:00.000Z,172.39264,-43.57207,3.284,7.8761,ML,,GROPE,reviewed,,nz1dr,26,13,19,0.07,63,0.18651,0.14,18.78041669
3378078,earthquake,2010-09-25T05:28:47.979Z,2013-07-16T14:41:00.000Z,172.26393,-43.57717,2.391,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,4,0.261,212,0.09589,0.163,9.517260693
3378092,earthquake,2010-09-25T06:15:44.936Z,2013-07-16T14:41:00.000Z,172.02347,-43.55382,3.389,7.7934,ML,,GROPE,reviewed,,nz1dr,27,14,23,0.108,78,0.22586,0.189,12.01212855
3378099,earthquake,2010-09-25T06:32:38.729Z,2013-07-16T14:41:00.000Z,172.15005,-43.60363,2.484,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,6,0.288,237,0.04964,0.229,8.607936929
3378100,earthquake,2010-09-25T06:36:49.966Z,2013-07-16T14:41:00.000Z,172.16435,-43.54562,3.208,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,11,0.237,143,0.17372,0.174,2.056442515
3378105,earthquake,2010-09-25T06:49:24.207Z,2013-07-16T14:41:00.000Z,172.19168,-43.54934,2.722,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.248,143,0.18771,0.228,3.108462385
3421439,earthquake,2010-09-25T07:20:12.811Z,2013-07-16T14:50:00.000Z,172.37746,-43.76701,2.565,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,5,8,0.209,199,0.14685,0.235,31.53731904
3378119,earthquake,2010-09-25T07:20:21.811Z,2013-07-16T14:41:00.000Z,172.3838,-43.77649,3.076,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,8,0.207,202,0.17347,0.253,32.7004253
3378120,earthquake,2010-09-25T07:23:46.346Z,2013-07-16T14:41:00.000Z,172.43338,-43.66403,2.757,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,9,0.163,214,0.06473,0.315,26.23062514
3421452,earthquake,2010-09-25T07:24:09.076Z,2013-07-16T14:50:00.000Z,172.38173,-43.77496,2.758,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,4,0.208,202,0.13495,0.225,32.46798094
3378127,earthquake,2010-09-25T07:46:32.616Z,2013-07-16T14:41:00.000Z,172.64258,-43.52862,3.822,5.0022,ML,,GROPE,reviewed,,nz1dr,22,15,28,0.007,197,0.13725,0.211,38.26597833
3421501,earthquake,2010-09-25T07:57:38.964Z,2013-07-16T14:50:00.000Z,172.54509,-43.5551,2.459,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,6,0.061,148,0.16621,0.286,30.55600201
3378131,earthquake,2010-09-25T07:58:18.973Z,2013-07-16T14:41:00.000Z,172.65256,-43.53489,3.8,7.427,Mw,,GROPE,reviewed,,nz1dr,36,18,,0.017,201,0.18553,,39.07735116
3378133,earthquake,2010-09-25T08:01:50.809Z,2013-07-16T14:41:00.000Z,172.62767,-43.54179,3.7,6.2442,Mw,,GROPE,reviewed,,nz1dr,15,11,,0.012,118,0.16813,,37.09456605
3421505,earthquake,2010-09-25T08:03:09.147Z,2013-07-16T14:50:00.000Z,172.64326,-43.53899,3.368,6.2238,ML,,GROPE,reviewed,,nz1dr,34,17,19,0.016,197,0.16383,0.188,38.33923264
3378143,earthquake,2010-09-25T08:35:39.444Z,2013-07-16T14:42:00.000Z,172.67892,-43.49372,2.702,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,3,6,0.092,256,0.10654,0.366,41.37627972
3378154,earthquake,2010-09-25T09:09:58.088Z,2013-07-16T14:42:00.000Z,172.33017,-43.5945,2.593,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,7,0.214,205,0.07718,0.318,15.05635826
3421789,earthquake,2010-09-25T09:26:11.474Z,2013-07-16T14:50:00.000Z,172.47888,-43.61594,2.805,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,7,0.112,186,0.12334,0.311,26.91889609
3378174,earthquake,2010-09-25T10:05:27.109Z,2013-07-16T14:42:00.000Z,172.31412,-43.62429,2.385,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,3,0.229,217,0.07159,0.175,15.96735283
3378176,earthquake,2010-09-25T10:14:26.265Z,2013-07-16T14:42:00.000Z,172.21571,-43.64744,2.717,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,8,0.304,237,0.10529,0.285,13.90089616
3378184,earthquake,2010-09-25T10:44:13.419Z,2013-07-16T14:42:00.000Z,171.8598,-43.60262,2.736,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,6,0.304,158,0.16535,0.237,26.20139928
3378202,earthquake,2010-09-25T11:39:30.300Z,2013-07-16T14:42:00.000Z,172.35619,-43.63644,2.688,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,5,0.203,215,0.09764,0.217,19.42099115
3378218,earthquake,2010-09-25T12:32:11.789Z,2013-07-16T14:42:00.000Z,172.02417,-43.65273,2.671,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,3,7,0.325,265,0.08035,0.364,18.12631397
3378235,earthquake,2010-09-25T13:23:06.993Z,2013-07-16T14:42:00.000Z,172.56213,-43.56456,2.872,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,3,4,0.046,163,0.04015,0.281,32.03919265
3378248,earthquake,2010-09-25T13:57:14.130Z,2013-07-16T14:42:00.000Z,172.53551,-43.57649,3.835,7.9493,ML,,GROPE,reviewed,,nz1dr,35,18,30,0.064,57,0.19656,0.208,30.12247095
3378251,earthquake,2010-09-25T14:04:53.561Z,2013-07-16T14:42:00.000Z,172.51187,-43.58891,3.082,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,7,0.082,124,0.12734,0.223,28.54785785
3378254,earthquake,2010-09-25T14:15:21.864Z,2013-07-16T14:42:00.000Z,172.40836,-43.63645,3.301,9.3839,ML,,GROPE,reviewed,,nz1dr,26,13,18,0.063,87,0.17308,0.208,22.85385305
3378262,earthquake,2010-09-25T14:40:16.798Z,2013-07-16T14:42:00.000Z,172.11938,-43.47109,2.849,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,6,0.155,130,0.08055,0.287,7.377063718
3378268,earthquake,2010-09-25T14:55:04.350Z,2013-07-16T14:42:00.000Z,171.84454,-43.58292,2.959,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,7,0.292,155,0.17495,0.284,26.78448703
3378272,earthquake,2010-09-25T15:06:10.928Z,2013-07-16T14:42:00.000Z,172.3849,-43.59055,2.806,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,6,0.174,141,0.14504,0.325,18.84369026
3378279,earthquake,2010-09-25T15:26:05.592Z,2013-07-16T14:42:00.000Z,172.4222,-43.49216,2.672,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,3,7,0.169,209,0.02533,0.3,20.87395871
3378294,earthquake,2010-09-25T16:09:24.801Z,2013-07-16T14:42:00.000Z,172.2735,-43.61349,2.564,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,7,0.257,154,0.16982,0.3,12.812222
3378309,earthquake,2010-09-25T16:55:55.647Z,2013-07-16T14:42:00.000Z,172.40182,-43.60815,2.532,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,5,0.164,198,0.14277,0.324,20.8773632
3378320,earthquake,2010-09-25T17:28:21.309Z,2013-07-16T14:42:00.000Z,171.91989,-43.5574,2.694,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,9,0.245,150,0.12746,0.317,20.27118688
3378340,earthquake,2010-09-25T18:22:11.711Z,2013-07-16T14:42:00.000Z,172.1942,-43.5353,3.311,7.8551,ML,,GROPE,reviewed,,nz1dr,27,14,20,0.06,78,0.16673,0.158,2.295852775
3378344,earthquake,2010-09-25T18:30:12.574Z,2013-07-16T14:42:00.000Z,172.60025,-43.5358,2.858,4.755,ML,,GROPE,reviewed,,nz1dr,10,6,6,0.015,93,0.10337,0.213,34.86375379
3378361,earthquake,2010-09-25T19:17:14.610Z,2013-07-16T14:42:00.000Z,171.74321,-43.55389,2.968,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,8,0.312,149,0.24404,0.274,34.36211095
3378391,earthquake,2010-09-25T20:44:45.197Z,2013-07-16T14:42:00.000Z,172.37074,-43.59161,2.59,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,6,0.184,197,0.09157,0.329,17.83699655
3378393,earthquake,2010-09-25T20:52:44.732Z,2013-07-16T14:42:00.000Z,172.26515,-43.63094,2.957,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,7,0.266,226,0.08896,0.207,13.93193536
3378405,earthquake,2010-09-25T21:23:00.630Z,2013-07-16T14:42:00.000Z,172.56995,-43.57887,3.905,5.4227,ML,,GROPE,reviewed,,nz1dr,36,18,26,0.039,69,0.20677,0.238,32.9001298
3378406,earthquake,2010-09-25T21:25:42.785Z,2013-07-16T14:42:00.000Z,172.18742,-43.55581,3.584,9.0084,ML,,GROPE,reviewed,,nz1dr,27,14,18,0.043,67,0.18677,0.376,3.536698412
3378407,earthquake,2010-09-25T21:29:25.937Z,2013-07-16T14:42:00.000Z,172.56197,-43.59114,3.161,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,7,6,0.047,113,0.23543,0.273,32.53405845
3378408,earthquake,2010-09-25T21:30:57.892Z,2013-07-16T14:42:00.000Z,172.56184,-43.57754,3.127,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,7,0.044,109,0.11239,0.271,32.23116048
3378410,earthquake,2010-09-25T21:38:30.154Z,2013-07-16T14:42:00.000Z,172.569,-43.56609,2.863,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,3,5,0.041,164,0.09486,0.204,32.6099748
3378419,earthquake,2010-09-25T22:02:43.494Z,2013-07-16T14:42:00.000Z,172.41977,-43.54258,2.573,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,5,0.152,174,0.11299,0.191,20.3712091
3378426,earthquake,2010-09-25T22:21:33.194Z,2013-07-16T14:42:00.000Z,172.28893,-43.62035,2.589,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,3,5,0.247,220,0.11659,0.293,14.2138034
3378430,earthquake,2010-09-25T22:34:36.455Z,2013-07-16T14:42:00.000Z,172.30467,-43.5876,3.026,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,9,0.232,207,0.07487,0.191,12.89713301
3378435,earthquake,2010-09-25T22:46:11.835Z,2013-07-16T14:42:00.000Z,172.56863,-43.57123,3.23,5.3075,ML,,GROPE,reviewed,,nz1dr,26,15,19,0.04,59,0.19661,0.244,32.65961383
3378442,earthquake,2010-09-25T23:05:57.502Z,2013-07-16T14:42:00.000Z,172.57446,-43.58026,3.475,5.4517,ML,,GROPE,reviewed,,nz1dr,34,17,22,0.036,72,0.19375,0.179,33.2846956
3378447,earthquake,2010-09-25T23:17:15.832Z,2013-07-16T14:42:00.000Z,172.30489,-43.60255,2.838,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,6,0.233,149,0.1462,0.233,13.84734637
3378459,earthquake,2010-09-25T23:51:21.242Z,2013-07-16T14:42:00.000Z,172.29208,-43.56605,2.693,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,5,0.241,204,0.06102,0.197,10.89306495
3378465,earthquake,2010-09-26T00:05:12.401Z,2013-07-16T14:42:00.000Z,172.5571,-43.5869,2.9,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,5,0.049,154,0.28199,0.21,32.05150693
3378473,earthquake,2010-09-26T00:28:01.391Z,2013-07-16T14:42:00.000Z,172.26904,-43.61684,2.8,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,8,0.26,111,0.10333,0.223,12.86254188
3378488,earthquake,2010-09-26T01:00:08.415Z,2013-07-16T14:42:00.000Z,172.17166,-43.52986,2.779,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,7,0.224,98,0.13455,0.261,0.412725375
3378501,earthquake,2010-09-26T01:31:04.818Z,2013-07-16T14:42:00.000Z,172.37764,-43.5774,2.729,19.0812,ML,,GROPE,reviewed,,nz1dr,9,5,5,0.178,135,0.18881,0.248,17.79348829
3378502,earthquake,2010-09-26T01:34:23.017Z,2013-07-16T14:42:00.000Z,172.27119,-43.58236,2.88,12,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,6,0.256,104,0.18668,0.27,10.32949852
3378506,earthquake,2010-09-26T01:42:45.904Z,2013-07-16T14:42:00.000Z,171.8644,-43.56378,3.551,8.2318,ML,,GROPE,reviewed,,nz1dr,26,13,22,0.056,126,0.19893,0.151,24.79825137
3378511,earthquake,2010-09-26T01:58:51.399Z,2013-07-16T14:42:00.000Z,172.17569,-43.59444,2.912,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,5,0.285,109,0.1841,0.175,7.490590851
3378512,earthquake,2010-09-26T02:02:30.359Z,2013-07-16T14:42:00.000Z,172.56784,-43.58674,2.959,5,ML,operator assigned,GROPE,reviewed,,nz1dr,16,8,5,0.041,78,0.20545,0.201,32.89520489
3378525,earthquake,2010-09-26T02:40:09.153Z,2013-07-16T14:42:00.000Z,171.7812,-43.61045,2.49,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,8,4,0.339,110,0.21366,0.294,32.50056623
3378530,earthquake,2010-09-26T02:55:03.057Z,2013-07-16T14:42:00.000Z,172.32872,-43.54679,2.85,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,8,0.216,101,0.14242,0.255,13.13998688
3378556,earthquake,2010-09-26T04:01:42.367Z,2013-07-16T14:42:00.000Z,172.37186,-43.63718,3.212,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,10,9,0.192,112,0.14323,0.237,20.47062168
3378598,earthquake,2010-09-26T05:36:50.502Z,2013-07-16T14:42:00.000Z,172.20387,-43.57196,2.719,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,7,0.273,147,0.15097,0.235,5.747573021
3378613,earthquake,2010-09-26T06:09:22.061Z,2013-07-16T14:42:00.000Z,172.40654,-43.5729,2.814,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,5,0.224,134,0.11301,0.307,19.88600088
3378619,earthquake,2010-09-26T06:23:49.744Z,2013-07-16T14:42:00.000Z,172.16197,-43.61625,2.695,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,7,7,0.302,112,0.17816,0.306,9.901364774
3378629,earthquake,2010-09-26T06:48:24.594Z,2013-07-16T14:42:00.000Z,172.16092,-43.47837,2.722,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,7,0.175,130,0.09883,0.225,5.471254728
3416336,earthquake,2010-09-26T06:58:49.079Z,2013-07-16T14:50:00.000Z,172.17563,-43.47541,2.972,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,5,0.179,129,0.14057,0.184,5.804251739
3378634,earthquake,2010-09-26T06:59:56.519Z,2013-07-16T14:42:00.000Z,172.36928,-43.56431,2.759,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,6,0.185,99,0.1318,0.329,16.74076771
3378674,earthquake,2010-09-26T08:44:13.830Z,2013-07-16T14:43:00.000Z,172.56439,-43.6168,2.853,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,5,0.059,99,0.27256,0.132,33.45286574
3378685,earthquake,2010-09-26T09:21:42.342Z,2013-07-16T14:43:00.000Z,172.29254,-43.56124,2.723,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,4,0.241,99,0.13837,0.228,10.7279212
3378706,earthquake,2010-09-26T10:19:22.240Z,2013-07-16T14:43:00.000Z,172.03006,-43.61938,2.741,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,4,0.292,113,0.2271,0.323,15.10594197
3378710,earthquake,2010-09-26T10:30:17.250Z,2013-07-16T14:43:00.000Z,172.35747,-43.58146,2.685,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,6,0.193,98,0.17687,0.25,16.4173441
3417662,earthquake,2010-09-26T11:16:29.691Z,2013-07-16T14:50:00.000Z,172.15564,-43.48344,2.674,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,4,0.178,131,0.10601,0.234,4.977965587
3378733,earthquake,2010-09-26T11:31:50.163Z,2013-07-16T14:43:00.000Z,171.96339,-43.34141,3.484,7.8402,ML,,GROPE,reviewed,,nz1dr,32,16,22,0.025,96,0.16026,0.208,26.45921327
3378736,earthquake,2010-09-26T11:39:02.157Z,2013-07-16T14:43:00.000Z,172.44949,-43.64725,3.227,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,8,0.145,110,0.20111,0.14,26.30752034
3378738,earthquake,2010-09-26T11:46:53.412Z,2013-07-16T14:43:00.000Z,172.46524,-43.63482,3.347,7.1946,ML,,GROPE,reviewed,,nz1dr,26,13,19,0.033,68,0.18542,0.128,26.76542246
3417724,earthquake,2010-09-26T12:25:10.173Z,2013-07-16T14:50:00.000Z,172.35461,-43.62786,2.606,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,7,4,0.202,110,0.15065,0.277,18.7381893
3378753,earthquake,2010-09-26T12:32:45.261Z,2013-07-16T14:43:00.000Z,171.83252,-43.58947,2.617,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,7,8,0.302,108,0.25505,0.334,27.8978781
3378767,earthquake,2010-09-26T13:06:43.336Z,2013-07-16T14:43:00.000Z,172.06116,-43.60991,2.522,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,8,0.283,112,0.22927,0.369,12.58443164
3378785,earthquake,2010-09-26T13:50:01.443Z,2013-07-16T14:43:00.000Z,172.26158,-43.6118,2.477,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,5,0.265,154,0.1623,0.072,12.04893533
